id,name,ruby,ruby_origin
4447,サイボーグ・バス,さいぼーぐばす,サイボーグ・バス
4448,アクア・ドラゴン,あくあどらごん,アクア・ドラゴン
4449,海の竜王,しーきんぐどらごん,シー・キング・ドラゴン
4450,ツルプルン,つるぷるん,ツルプルン
4451,海を守る戦士,うみをまもるせんし,うみをまもるせんし
4452,アクア・スネーク,あくあすねーく,アクア・スネーク
4453,シーザリオン,しーざりおん,シーザリオン
4454,スパイクシードラ,すぱいくしーどら,スパイクシードラ
4455,３万年の白亀,さんまんねんのしろか,３まんねんのしろカメ
4456,復讐のカッパ,ふくしゅうのかっぱ,ふくしゅうのカッパ
4457,カニカブト,かにかぶと,カニカブト
4458,ザリガン,ざりがん,ザリガン
4459,千年ゴーレム,せんねんごーれむ,せんねんゴーレム
4460,破壊のゴーレム,はかいのごーれむ,はかいのゴーレム
4461,ガンロック,がんろっく,ガンロック
4462,岩の戦士,いわのせんし,いわのせんし
4463,ストーン・ゴースト,すとーんごーすと,ストーン・ゴースト
4464,雷神の怒り,らいじんのいかり,らいじんのいかり
4465,地雷獣,じらいじゅう,じらいじゅう
4466,ボルト・エスカルゴ,ぼるとえすかるご,ボルト・エスカルゴ
4467,ボルト・ペンギン,ぼるとぺんぎん,ボルト・ペンギン
4468,雷仙人,かみなりせんにん,かみなりせんにん
4469,エレクトリック・スネーク,えれくとりっくすねーく,エレクトリック・スネーク
4470,ウイング・イーグル,ういんぐいーぐる,ウイング・イーグル
4471,裁きの鷹,さばきのたか,さばきのタカ
4472,スカイ・ハンター,すかいはんたー,スカイ・ハンター
4473,紅陽鳥,こうようちょう,こうようちょう
4474,クイーン・バード,くいーんばーど,クイーン・バード
4475,青い忍者,ぶるーにんじゃ,ブルーにんじゃ
4476,マジカル・ゴースト,まじかるごーすと,マジカル・ゴースト
4477,ソウル・ハンター,そうるはんたー,ソウル・ハンター
4478,エア・イーター,えあいーたー,エア・イーター
4479,朱雀,すざく,すざく
4480,シーカーメン,しーかーめん,シーカーメン
4481,キラー・スネーク,きらーすねーく,キラー・スネーク
4482,ガニグモ,がにぐも,ガニグモ
4483,インセクション,いんせくしょん,インセクション
4484,空の昆虫兵,そらのこんちゅうへい,そらのこんちゅうへい
4485,コカローチ・ナイト,こかろーちないと,コカローチ・ナイト
4486,クワガタ・アルファ,くわがたあるふぁ,クワガタ・アルファ
4487,バーグラー,ばーぐらー,バーグラー
4488,プラグティカル,ぷらぐてぃかる,プラグティカル
4489,ガルヴァス,がるゔぁす,ガルヴァス
4490,アメーバ,あめーば,アメーバ
4491,コロガーシ,ころがーし,コロガーシ
4492,ブークー,ぶーくー,ブークー
4493,フラワー・ウルフ,ふらわーうるふ,フラワー・ウルフ
4494,レインボー・フラワー,れいんぼーふらわー,レインボー・フラワー
4495,マグナム・リリィ,まぐなむりりぃ,マグナム・リリィ
4496,ニードル・ボール,にーどるぼーる,ニードル・ボール
4497,クジャック,くじゃっく,クジャック
4498,スーパースター,すーぱーすたー,スーパースター
4499,マハー・ヴァイロ,まはーゔぁいろ,マハー・ヴァイロ
4500,レインボー・マリン・マーメイド,れいんぼーまりんまーめいど,レインボー・マリン・マーメイド
4501,音楽家の帝王,みゅーじしゃんきんぐ,ミュージシャン・キング
4502,ウィルミー,うぃるみー,ウィルミー
4503,ヤドカリュー,やどかりゅー,ヤドカリュー
4504,モリンフェン,もりんふぇん,モリンフェン
4505,青虫,きゃたぴらー,キャタピラー
4506,竜殺者,どらごんきらー,ドラゴン・キラー
4507,人喰い虫,ひとくいむし,ひとくいムシ
4508,ドラゴヒューマン,どらごひゅーまん,ドラゴヒューマン
4509,タートル・狸,たーとるたぬき,タートル・たぬき
4510,魔界植物,まかいしょくぶつ,まかいしょくぶつ
4511,プリズマン,ぷりずまん,プリズマン
4512,ゲール・ドグラ,げーるどぐら,ゲール・ドグラ
4513,クレイジー・フィッシュ,くれいじーふぃっしゅ,クレイジー・フィッシュ
4514,メカ・ザウルス,めかざうるす,メカ・ザウルス
4515,ブラキオレイドス,ぶらきおれいどす,ブラキオレイドス
4516,笑う花,わらうはな,わらうハナ
4517,ビーン・ソルジャー,びーんそるじゃー,ビーン・ソルジャー
4518,キャノン・ソルジャー,きゃのんそるじゃー,キャノン・ソルジャー
4519,王室前のガーディアン,おうしつまえのがーでぃあん,おうしつまえのガーディアン
4520,ブレイブ・シザー,ぶれいぶしざー,ブレイブ・シザー
4521,イースター島のモアイ,いーすたーとうのもあい,イースターとうのモアイ
4522,ムカムカ,むかむか,ムカムカ
4523,サンド・ストーン,さんどすとーん,サンド・ストーン
4524,岩石カメッター,がんせきかめったー,がんせきカメッター
4525,ファイヤー・クラーケン,ふぁいやーくらーけん,ファイヤー・クラーケン
4526,タートル・バード,たーとるばーど,タートル・バード
4527,デス・バード,ですばーど,デス・バード
4528,巨大な怪鳥,きょだいなかいちょう,きょだいなかいちょう
4529,悪魔の調理師,でびるこっく,デビル・コック
4530,スター・ボーイ,すたーぼーい,スター・ボーイ
4531,山の精霊,やまのせいれい,やまのせいれい
4532,首狩り魔人,ねっくはんたー,ネック・ハンター
4533,ミリス・レディエント,みりすれでぃえんと,ミリス・レディエント
4534,クラッシュマン,くらっしゅまん,クラッシュマン
4535,フレイム・ケルベロス,ふれいむけるべろす,フレイム・ケルベロス
4536,エルディーン,えるでぃーん,エルディーン
4537,砂の魔女,さんどうぃっち,サンド・ウィッチ
4538,ヂェミナイ・エルフ,ぢぇみないえるふ,ヂェミナイ・エルフ
4539,クワガー・ヘラクレス,くわがーへらくれす,クワガー・ヘラクレス
4540,イビー,いびー,イビー
4541,カマキラー,かまきらー,カマキラー
4542,メカレオン,めかれおん,メカレオン
4543,メガ・サンダーボール,めがさんだーぼーる,メガ・サンダーボール
4544,コケ,こけ,コケ
4545,デッド・シャーク,でっどしゃーく,デッド・シャーク
4546,スケルエンジェル,すけるえんじぇる,スケルエンジェル
4547,ハネハネ,はねはね,ハネハネ
4548,ナイル,ないる,ナイル
4549,舌魚,たんぎょ,たんぎょ
4550,大砲だるま,たいほうだるま,たいほうだるま
4551,スケルゴン,すけるごん,スケルゴン
4552,魚ギョ戦士,ぎょぎょせんし,ギョギョせんし
4553,グリグル,ぐりぐる,グリグル
4554,骨ネズミ,ほねねずみ,ホネネズミ
4555,カエルスライム,かえるすらいむ,カエルスライム
4556,ベヒゴン,べひごん,ベヒゴン
4557,ダーク・エルフ,だーくえるふ,ダーク・エルフ
4558,ワイバーン,わいばーん,ワイバーン
4559,マタンゴ,またんご,マタンゴ
4560,バーバリアン１号,ばーばりあんいちごう,バーバリアン１ごう
4561,レッド・ドラゴン,れっどどらごん,レッド・ドラゴン
4562,さまよえる亡者,さまよえるもうじゃ,さまよえるもうじゃ
4563,鋼鉄の巨神像,こうてつのきょしんぞう,こうてつのきょしんぞう
4564,ポット・ザ・トリック,ぽっとざとりっく,ポット・ザ・トリック
4565,オシロ・ヒーロー,おしろひーろー,オシロ・ヒーロー
4566,異次元からの侵略者,いじげんからのしんりゃくしゃ,いじげんからのしんりゃくしゃ
4567,レッサー・ドラゴン,れっさーどらごん,レッサー・ドラゴン
4568,ニードルワーム,にーどるわーむ,ニードルワーム
4569,屋根裏の物の怪,やねうらのもののけ,やねうらのもののけ
4570,金色の魔象,きんいろのまぞう,きんいろのまぞう
4571,黒き人食い鮫,くろきひとくいざめ,くろきひとくいザメ
4572,ヨルムンガルド,よるむんがるど,ヨルムンガルド
4573,魔界のイバラ,まかいのいばら,まかいのイバラ
4574,恐竜人,きょうりゅうじん,きょうりゅうじん
4575,生き血をすするもの,いきちをすするもの,いきちをすするもの
4576,トラコドン,とらこどん,トラコドン
4577,密林の黒竜王,みつりんのこくりゅうおう,みつりんのこくりゅうおう
4578,裁きを下す女帝,さばきをくだすじょてい,さばきをくだすじょてい
4579,ベビー・ティーレックス,べびーてぃーれっくす,ベビー・ティーレックス
4580,黒き森のウィッチ,くろきもりのうぃっち,くろきもりのウィッチ
4581,深き森の長老,ふかきもりのちょうろう,ふかきもりのちょうろう
4582,ツンドラの大蠍,つんどらのおおさそり,ツンドラのおおサソリ
4583,カラス天狗,からすてんぐ,カラスてんぐ
4584,レオ・ウィザード,れおうぃざーど,レオ・ウィザード
4585,深淵に咲く花,しんえんにさくはな,しんえんにさくはな
4586,パトロール・ロボ,ぱとろーるろぼ,パトロール・ロボ
4587,タクヒ,たくひ,タクヒ
4588,ヴァルキリー,ゔぁるきりー,ヴァルキリー
4589,ウェザー・レポート,うぇざーれぽーと,ウェザー・レポート
4590,封印の鎖,ふういんのくさり,ふういんのくさり
4591,メカニカルスネイル,めかにかるすねいる,メカニカルスネイル
4592,ドッペルゲンガー,どっぺるげんがー,ドッペルゲンガー
4593,モン・ラーバス,もんらーばす,モン・ラーバス
4594,命ある花瓶,いのちあるかびん,いのちあるかびん
4595,テンタクル・プラント,てんたくるぷらんと,テンタクル・プラント
4596,くちばしヘビ,くちばしへび,くちばしヘビ
4597,メタモルポット,めたもるぽっと,メタモルポット
4598,ミューズの天使,みゅーずのてんし,ミューズのてんし
